unit_id;time;fdi;sav;gdp;gdp_ppp_pc;price;pop;gg_bal;gg_debt;dep_old;dep_young;fin_depth;trade;credit
HRV;2001;6,7944799;19,209;3,435;13397,308;3,763;-1,749987;-5,702;34,6;23,868794;25,594149;54,599742;80,844774;45,10967
HRV;2002;4,0923605;18,812;5,246;14316,598;1,675;0;-4,504;35,091;24,521693;25,067762;54,892744;83,218994;53,192398
HRV;2003;5,9114758;22,092;5,558;15410,135;1,772;0,023226;-4,596;36,351;25,100521;24,392717;55,465904;85,219144;54,391823
HRV;2004;2,5942925;23,488;4,083;16461,277;2,028;0,11605;-5,066;38,324;25,519353;23,818936;56,167203;84,924878;56,825408
HRV;2005;3,9129875;22,756;4,164;17694,223;3,341;0,023194;-3,729;38,616;25,73412;23,471383;57,654467;84,727841;62,845845
HRV;2006;6,3834903;23,302;4,785;19101,721;3,21;0,046371;-3,35;36,053;25,917424;22,998242;62,458394;86,06561;68,589465
HRV;2007;8,2339928;22,559;5,15;20629,507;2,874;-0,046371;-2,509;34,427;25,94814;22,917964;67,496988;85,26822;70,757671
HRV;2008;8,2502934;22,614;2,054;21476,119;6,066;-0,046393;-2,703;36,025;25,918546;23,06688;65,296975;84,994751;73,899361
HRV;2009;5,4296969;19,928;-7,384;20074,053;2,377;-0,162545;-5,934;44,462;25,968712;23,1753;68,19488;72,761553;77,376179
HRV;2010;1,4163583;20,233;-1,702;20034,061;1,047;-0,302572;-6,034;52,764;26,187577;23,114995;77,492067;75,897525;90,737062
HRV;2011;1,9965718;19,822;-0,281;20433,019;2,262;-0,210011;-7,528;63,712;26,509217;23,229129;77,601725;81,273171;89,598744
HRV;2012;2,3660811;19,13;-2,188;20416,19;3,427;-0,304129;-5,297;69,235;26,925655;23,071234;80,604967;82,675455;89,904939
HRV;2013;1,0167436;19,89;-1,064;20586,204;2,192;-0,281558;-5,362;80,751;27,430919;22,767042;69,616672;85,424145;89,844458
CYP;2001;9,1465263;16,286;3,575;25578,364;1,979;1,139613;-2,111;57,908;15,142211;32,311236;158,86463;132,72884;224,4975
CYP;2002;9,7256575;18,695;3,221;26499,566;2,79;1,126772;-4,159;61,411;15,141989;31,398568;163,41878;124,45288;178,30006
CYP;2003;6,2868288;18,429;2,788;27428,007;3,965;1,252626;-5,949;63,451;15,204469;30,538306;160,90888;114,81028;176,23549
CYP;2004;6,5183003;17,406;4,379;29010,994;1,891;1,373648;-3,745;65,275;15,319854;29,683323;157,96746;114,93835;173,15222
CYP;2005;6,360005;17,055;3,864;30641,466;2,042;1,489533;-2,244;64,601;15,455379;28,796405;162,16099;112,91521;175,23153
CYP;2006;9,4246962;18,156;4,517;32404,186;2,252;1,864235;-1,051;59,64;15,595025;28,113652;173,05989;110,93877;354,28501
CYP;2007;9,6789122;13,522;4,893;34062,683;2,17;2,346913;3,264;53,713;15,731633;27,38284;189,42322;112,45494;380,33715
CYP;2008;3,6925013;12,599;3,621;35062,669;4,385;2,670216;0,877;44,692;15,893004;26,626889;204,55735;111,13006;260,49586
CYP;2009;8,519507;11,928;-2,043;33669,346;0,18;2,722941;-5,508;53,544;16,103015;25,871452;57,319219;99,176416;280,6362
CYP;2010;0,27989274;14,204;1,391;33703,028;2,563;2,531781;-4,782;56,496;16,370113;25,145563;57,310153;100,99722;290,03396
CYP;2011;7,6736252;15,914;0,261;33600,395;3,48;2,585338;-5,758;66,041;16,667743;24,762487;58,398685;102,49082;302,49801
CYP;2012;4,9439585;10,077;-2,385;33028,535;3,091;1,153415;-5,82;79,495;17,00026;24,361228;216,21123;101,3926;317,89527
CYP;2013;15,651832;10,408;-5,357;31419,502;0,383;1,02682;-4,4;102,207;17,367746;23,9937;182,07467;99,175228;306,46936
CZE;2001;8,3720297;26,687;3,052;17494,815;4,677;-0,448562;-5,338;22,782;19,69812;22,681006;62,71341;99,52815;41,939888
CZE;2002;10,400192;25,059;1,647;18110,542;1,878;-0,303431;-6,271;25,924;19,639438;22,054593;53,427385;91,765864;41,824788
CZE;2003;2,0355177;23,454;3,602;19153,001;0,114;-0,078454;-6,403;28,147;19,561687;21,566949;54,363098;95,327905;46,231619
CZE;2004;4,1838642;25,114;4,947;20647,87;2,775;0,019619;-2,711;28,454;19,542419;21,116523;53,467819;114,04649;43,25046
CZE;2005;8,5314794;28,211;6,442;22677,356;1,843;0,039227;-3,111;28,016;19,625326;20,686332;55,698852;122,27588;41,658062
CZE;2006;3,5575382;27,939;6,877;24921,097;2,543;0,244822;-2,255;27,911;19,89145;20,536652;58,442681;127,83874;46,829702
CZE;2007;5,617078;27,798;5,529;26918,139;2,862;0,292998;-0,694;27,807;20,24872;20,331958;62,111833;130,65523;51,531923
CZE;2008;3,7479646;29,235;2,711;27947,15;6,339;0,864209;-2,107;28,658;20,690454;20,164597;67,325879;124,56032;58,40473
CZE;2009;2,5623969;24,15;-4,842;26584,285;1,033;0,799272;-5,514;34,058;21,223366;20,134938;69,078366;113,74112;61,050296
CZE;2010;4,911621;23,504;2,295;27431,153;1,464;0,344696;-4,414;38,155;21,862869;20,258188;69,808134;129,25455;62,860227
CZE;2011;1,8427625;24,92;1,967;28480,93;1,929;0,238675;-2,706;39,876;22,769294;20,627056;70,504797;139,28545;68,43815
CZE;2012;4,5625815;24,689;-0,9;28693,235;3,294;0,171494;-3,907;44,625;23,766221;21,025576;73,421038;148,10008;68,574453
CZE;2013;3,5238117;24,232;-0,528;28977,496;1,419;0,104657;-1,158;45,123;24,840457;21,469637;76,9534;148,68988;69,513883
DNK;2001;5,6352479;25,471;0,822;33615,455;2,35;0,355839;1,141;48,508;22,368769;27,885474;54,112645;84,050248;148,46354
DNK;2002;2,4803086;24,688;0,467;34168,558;2,426;0,354577;-0,015;49,081;22,434891;28,077645;60,105753;84,290679;151,39353
DNK;2003;0,54325855;24,853;0,388;34886,661;2,091;0,297619;-0,133;46,15;22,527887;28,236988;47,405292;80,959679;166,51981
DNK;2004;-3,5042453;25,317;2,642;36696,749;1,16;0,259692;2,074;44,179;22,680499;28,324562;46,483008;82,138105;173,51685
DNK;2005;4,851181;26,426;2,431;38699,639;1,809;0,24054;4,953;37,399;22,910929;28,333817;50,458577;89,220359;184,85399
DNK;2006;0,8552129;27,647;3,8;41282,108;1,89;0,295258;4,986;31,541;23,305766;28,254978;53,035663;97,147642;194,77326
DNK;2007;3,6962241;26,75;0,821;42574,73;1,714;0,36785;5,019;27,339;23,76579;28,122158;60,119165;99,838552;214,89251
DNK;2008;0,62145774;26,751;-0,713;42874,229;3,399;0,530991;3,181;33,386;24,286768;27,94689;62,241933;104,41947;239,64219
DNK;2009;1,2253515;22,212;-5,089;40736,088;1,326;0,637119;-2,811;40,368;24,862576;27,732013;68,223454;89,077326;238,30018
DNK;2010;-3,6791744;24,146;1,622;41726,124;2,298;0,434547;-2,729;42,879;25,487087;27,475773;70,143313;93,325713;235,69095
DNK;2011;3,9695465;25,2;1,156;42879,404;2,757;0,468638;-2,071;46,409;26,111609;27,360669;64,728723;100,33866;239,52151
DNK;2012;0,85452386;24,562;-0,654;43229,052;2,411;0,359002;-3,666;45,563;26,876354;27,085479;64,873614;102,58193;233,9511
DNK;2013;-0,25670633;25,962;-0,487;43547,299;0,783;0,39342;-1,061;45,047;27,77716;26,758369;58,181355;102,80641;219,47746
DOM;2001;4,3346215;26,98;1,791;6685,884;8,884;1,360082;-1,568;15,581;8,7409171;57,568137;37,795031;74,722282;33,812077
DOM;2002;3,4504558;26,912;5,776;7085,312;5,223;1,341832;-1,746;16,536;8,900666;56,73477;35,73136;72,81372;35,267618
DOM;2003;2,8822157;28,968;-0,252;7111,489;27,45;1,346938;-5,912;34,108;9,0528103;56,000774;50,180926;86,494693;39,177389
DOM;2004;4,101439;29,306;1,304;7308,25;51,461;1,28389;-3,321;22,5;9,1871628;55,241814;39,455501;83,883348;30,291481
DOM;2005;3,3453951;24,794;9,222;8137,522;4,19;1,234168;-0,401;21,29;9,3002793;54,407296;37,778434;65,534666;31,81483
DOM;2006;4,2725532;24,613;10,657;9175,764;7,573;1,141983;-0,936;19,424;9,3909667;53,626047;34,317986;67,966298;38,332319
DOM;2007;5,1570607;23,457;8,48;10104,483;6,144;1,129088;0,105;17,519;9,4654348;52,746966;32,866238;61,938485;38,132473
DOM;2008;5,7411508;20,697;3,144;10505,719;10,644;1,148815;-3,259;19,603;9,5354936;51,839787;30,427463;61,437391;39,644718
DOM;2009;3,5400561;19,106;0,936;10570,025;1,442;1,071822;-3,028;22,729;9,6167049;51,009574;33,096455;50,595433;42,266676
DOM;2010;3,4316098;19,211;8,302;11467,064;6,33;1,049906;-2,735;23,753;9,7187004;50,297553;32,494311;54,825228;41,743722
DOM;2011;3,7870879;17,588;2,821;11906,397;8,459;1,059877;-3,039;25,75;9,8338558;49,556822;32,628906;57,497833;41,723745
DOM;2012;5,6515862;16,494;2,63;12314,966;3,695;1,048761;-6,584;30,464;9,9671802;48,937308;33,482501;57,497298;45,234504
DOM;2013;2,6139633;17,684;4,778;12974,681;4,831;1,06854;-3,555;34,604;10,120908;48,391939;34,829313;56,619037;47,686908
ECU;2001;2,2010849;22,349;4,016;6139,202;37,674;2,241079;0,073;62,302;8,4168739;56,790852;21,300347;50,745057;24,159241
ECU;2002;2,7435725;19,435;4,097;6350,544;12,485;2,153775;0,756;52,521;8,5435942;55,836317;17,39363;49,37655;17,075458
ECU;2003;2,687131;18,397;2,723;6540,619;7,929;1,711256;0,998;44,871;8,6743667;54,825286;18,197171;47,241629;14,414478
ECU;2004;2,2872413;18,889;8,211;7147,642;2,741;1,726747;1,931;39,756;8,8165098;53,837674;21,106093;50,66524;15,249513
ECU;2005;1,1887461;22,779;5,291;7672,06;2,171;1,239337;0,641;35,022;8,9731962;52,918678;22,264464;56,09983;17,660985
ECU;2006;0,57995085;26,176;4,404;8112,177;3,296;1,762669;2,853;28,829;9,086561;51,928744;22,322658;59,709783;17,4968
ECU;2007;0,38008425;26,402;2,19;8360,529;2,281;1,774355;1,758;27,197;9,2222832;51,061845;24,249263;62,587138;20,31847
ECU;2008;1,7122991;29,248;6,357;8904,888;8,398;1,79871;0,485;22,237;9,3713927;50,267403;24,756732;68,056947;19,543499
ECU;2009;0,49215041;26,133;0,566;8860,738;5,16;1,814435;-3,57;17,719;9,5200774;49,473377;26,44434;52,104849;17,419492
ECU;2010;0,23428432;25,757;3,525;9115,861;3,552;1,842069;-1,347;19,676;9,662912;48,652547;28,222994;60,303239;22,177531
ECU;2011;0,81182699;27,814;7,868;9868,982;4,475;1,677825;-0,006;19,43;9,7781415;47,960196;28,889689;64,490239;23,65909
ECU;2012;0,6671531;27,644;5,22;10402,029;5,103;1,656581;-0,94;21,684;9,8908305;47,207401;30,316654;61,743483;28,016095
ECU;2013;0,76747183;27,729;4,642;10884,32;2,721;1,623246;-4,602;25,988;10,021075;46,447077;31,977904;60,817067;29,657505
SLV;2001;2,0191563;15,583;1,709;5140,045;3,745;0,502093;-3,959;32,429;9,7720981;60,913068;55,380014;67,465448;45,943341
SLV;2002;3,2851741;13,556;2,341;5323,346;1,869;0,333334;-3,724;37,458;10,040077;60,014312;52,344954;67,443925;43,692643
SLV;2003;0,93841174;12,315;2,3;5535,95;2,121;0,332226;-4,072;39,143;10,300564;59,045093;50,753889;70,041936;46,679455
SLV;2004;2,2994246;12,139;1,851;5774,293;4,452;0,331126;-2,737;39,406;10,547158;57,990768;50,083944;71,255135;46,928971
SLV;2005;2,990207;12,446;3,563;6152,078;4,69;0,330033;-2,972;38,549;10,775467;56,844386;48,071485;69,801331;58,517372
SLV;2006;1,2998431;12,702;3,912;6556,77;4,035;0,493017;-2,536;39,099;11,009292;55,24758;48,944321;71,849041;57,937547
SLV;2007;7,7121;10,261;3,84;6966,864;4,58;0,327333;-1,29;38,031;11,227499;53,717114;53,001421;74,177439;60,585699
SLV;2008;4,2137558;8,052;1,274;7158,951;7,258;0,488999;-2,677;39,253;11,430003;52,209247;49,147481;76,580188;61,235238
SLV;2009;1,7846668;11,923;-3,133;6953,401;0,537;0,486619;-5,55;48,214;11,617633;50,684966;52,097858;61,871642;63,342728
SLV;2010;-0,52833644;10,831;1,365;7088,534;1,179;0,645164;-4,429;49,664;11,791864;49,140065;50,328473;68,768763;65,273262
SLV;2011;0,52940924;9,557;2,217;7347,994;5,129;0,641028;-4,097;49,964;11,946804;47,525667;45,513768;74,643243;66,218288
SLV;2012;1,8800583;8,732;1,881;7575,703;1,73;0,636945;-3,942;55,204;12,091808;45,878821;44,683439;69,735361;66,224378
SLV;2013;0,99899006;8,495;1,847;7809,991;0,758;0,39604;-3,641;55,253;12,24007;44,29116;44,815611;72,203008;72,072386
GNQ;2001;64,384101;7,523;66,314;18434,152;8,739;3,22915;14,362;24,543;6,8012012;79,903486;5,7354733;351,10572;0,88995021
GNQ;2002;17,899145;-16,502;19,684;21718,696;7,582;2,946806;16,894;18,673;6,6107041;78,733234;7,5319327;251,12574;0,28945149
GNQ;2003;27,760576;38,971;13,865;24462,221;7,324;3,214562;12,609;8,445;6,4056104;77,220011;10,534956;307,0159;1,2720001
GNQ;2004;7,7291473;39,874;37,637;33565,825;4,237;2,943936;10,424;5,09;6,1950832;75,658852;8,6797798;245,99632;-11,476779
GNQ;2005;9,3600061;47,619;8,253;36407,638;5,637;3,025441;18,471;2,81;5,9863534;74,201935;6,3895809;131,02447;-21,513427
GNQ;2006;5,8092926;61,125;-3,164;35294,15;4,465;2,936589;24,039;1,321;5,8434619;73,381758;7,3886793;187,96854;-28,953248
GNQ;2007;12,191417;59,443;12,253;39521,8;2,798;2,852808;20,814;0,891;5,7031919;72,584619;8,9714368;173,69376;-27,416229
GNQ;2008;-5,1429807;55,258;9,908;43050,933;4,652;2,773675;18,014;0,585;5,5629225;71,817559;8,2859802;146,35482;-24,38713
GNQ;2009;17,521027;24,426;-4,535;40258,998;5,737;2,846634;-9,521;6,352;5,418037;71,038093;16,87653;186,86613;-15,654073
GNQ;2010;23,641572;22,722;-3,825;38104,712;5,32;2,767839;-5,813;10,091;5,2714481;70,237163;17,347029;169,97297;1,5050539
GNQ;2011;12,570595;34,39;1,939;38547,49;4,799;2,833051;1,009;7,381;5,1706617;69,853812;14,431137;160,41777;-3,814684
GNQ;2012;12,22263;36,332;5,76;40374,312;3,442;2,754995;-9,013;9,066;5,0695005;69,353283;20,063259;158,07262;-3,7118125
GNQ;2013;12,284732;29,429;-6,513;37310,215;3,179;2,813313;-7,496;7,866;4,9907546;68,813889;23,540595;157,01766;-3,5081266
EST;2001;8,7028151;23,798;6,329;13479,053;5,625;-0,365097;-0,08;4,779;22,810325;25,226062;31,069095;126,88447;38,261473
EST;2002;3,8929561;22,556;6,076;14578,567;3,591;-0,439883;0,254;5,731;23,35933;24,369607;31,610993;124,31955;43,922671
EST;2003;9,3563034;22,388;7,416;16033,199;1,387;-0,368053;1,672;5,623;23,887063;23,535156;31,714651;123,42473;50,484711
EST;2004;8,0100042;22,734;6,295;17575,594;3,03;-0,369413;1,644;5,057;24,31854;22,8092;57,729475;130,93011;3,8595093
EST;2005;22,332288;24,713;9,374;19893,948;4,114;-0,222305;1,605;4,543;24,609834;22,260708;62,45408;136,94162;4,3460171
EST;2006;13,044308;24,775;10,272;22659,03;4,445;-0,2228;2,437;4,397;24,988672;22,068193;60,842301;137,1586;5,1533034
EST;2007;15,425426;24,503;7,748;25106,834;6,744;-0,223297;2,36;3,659;25,263873;21,971536;55,874437;135,3098;5,7486012
EST;2008;7,7455513;22,502;-5,419;24238,608;10,606;-0,074543;-2,898;4,48;25,479674;22,011816;56,045302;137,57556;6,0845933
EST;2009;9,5037973;23,132;-14,724;20834,664;0,198;-0,074599;-1,929;7,03;25,713732;22,187742;59,457606;116,71358;6,6198114
EST;2010;10,537338;23,087;2,463;21613,246;2,742;0;0,187;6,543;26,021491;22,472077;58,266136;143,87284;6,1690898
EST;2011;2,2396559;26,443;7,583;23731,017;5,08;0;1,028;5,905;26,584581;22,830955;66,673576;170,04109;83,803753
EST;2012;7,0258974;27,66;5,183;26318,299;4,218;-3,493142;-0,274;9,506;27,149954;23,186989;46,590349;175,79026;76,590292
EST;2013;3,5536453;27,512;1,568;27335,754;3,246;-0,620157;-0,466;9,926;27,692045;23,597015;49,320127;170,73505;71,824236
FIN;2001;2,8931823;31,243;2,581;28697,766;2,665;0,193199;4,898;40,947;22,578838;26,721068;48,645437;70,265929;58,666408
FIN;2002;5,9303193;30,193;1,68;29549,327;2,01;0,269854;3,979;40,17;22,903366;26,513258;53,626365;69,290372;61,512189
FIN;2003;2,0297712;27,102;1,994;30672,217;1,303;0,211518;2,342;42,738;23,249633;26,407789;58,800282;68,037659;76,106592
FIN;2004;1,4589645;28,918;3,926;32668,691;0,14;0,26856;2,161;42,648;23,586773;26,263554;60,213785;70,991374;82,892786
FIN;2005;5,319918;27,974;2,781;34545,622;0,771;0,325141;2,593;39,937;23,900859;26,026351;62,260398;76,627714;91,348464
FIN;2006;2,1387947;28,169;4,055;36917,128;1,275;0,362147;3,931;38,059;24,232699;25,845372;64,349358;82,182789;93,256051
FIN;2007;8,6085993;29,318;5,185;39703,222;1,584;0,398747;5,13;33,993;24,4942;25,57373;70,618595;83,175942;98,810187
FIN;2008;6,8383311;27,282;0,721;40592,799;3,914;0,434907;4,178;32,654;24,751752;25,258496;72,02895;86,511866;130,09432
FIN;2009;-3,5095846;23,069;-8,269;37336,992;1,635;0,489367;-2,53;41,696;25,153486;25,002791;76,430848;70,531241;135,92795
FIN;2010;4,9337091;22,823;2,992;38741,407;1,686;0,468297;-2,541;47,119;25,817878;24,874029;75,808658;76,089792;152,24425
FIN;2011;-2,1955008;21,673;2,571;40377,73;3,324;0,447511;-1,014;48,504;26,732077;24,933685;76,975044;79,169905;189,43003
FIN;2012;1,9233314;20,483;-1,426;40340,005;3,162;0,482555;-2,12;52,888;27,98451;25,061357;73,114674;80,40572;165,5088
FIN;2013;-1,9749443;19,284;-1,121;40348,145;2,216;0,480237;-2,524;55,579;29,481471;25,277381;74,091438;77,740538;143,00354
FRA;2001;3,6421839;23,58;1,954;29529,831;1,783;0,69249;-1,437;57,943;24,964872;28,811963;64,214966;54,316668;102,35319
FRA;2002;3,3038354;22,404;1,118;30105,513;1,939;0,704483;-3,088;59,84;25,176368;28,721385;66,888128;52,415511;100,11974
FRA;2003;2,3300354;21,966;0,82;30743,205;2,168;0,694563;-3,859;63,947;25,366659;28,609915;70,729029;50,131974;102,18158
FRA;2004;1,5455363;22,243;2,786;32252,237;2,338;0,668289;-3,489;65,515;25,517359;28,504473;72,697982;51,196778;102,6905
FRA;2005;4,0289195;22,357;1,608;33571,061;1,899;0,754112;-3,165;67,004;25,617143;28,419066;76,139207;53,152014;105,69652
FRA;2006;3,3954968;23,209;2,375;35172,584;1,915;0,714271;-2,342;64,243;25,686556;28,416524;79,086608;55,187245;126,66777
FRA;2007;3,1459791;23,812;2,361;36724,648;1,608;0,641262;-2,544;64,189;25,726716;28,419665;84,844861;55,547703;137,27724
FRA;2008;2,3259789;23,135;0,195;37313,106;3,161;0,548698;-3,183;67,851;25,787269;28,445475;89,765513;56,523837;142,99
FRA;2009;0,68230784;20,473;-2,941;36297,357;0,103;0,531297;-7,162;78,762;25,978495;28,506662;88,527795;49,567848;140,3819
FRA;2010;1,4695883;21,075;1,966;37284,251;1,734;0,477518;-6,795;81,457;26,387142;28,604685;89,870857;53,968439;143,61838
FRA;2011;1,5438152;22,179;2,079;38657,22;2,29;0,484763;-5,097;84,952;26,989564;28,772022;89,730897;58,169004;145,81432
FRA;2012;1,1518171;21,453;0,183;39251,05;2,22;0,484002;-4,813;89,404;27,77965;28,996363;90,476676;59,200385;147,80637
FRA;2013;0,23062221;21,496;0,656;39978,628;0,989;0,434551;-4,082;92,291;28,722392;29,239681;87,653816;58,860607;143,85596
GAB;2001;-1,7751156;41,945;2,15;14435,52;2,136;2,45914;4,067;80,979;10,877996;75,336955;14,930927;83,638613;20,681794
GAB;2002;0,73377457;35,563;1,83;14561,274;0,164;2,479135;3,724;81,07;10,744356;74,359913;15,540086;84,759082;19,824342
GAB;2003;2,4315747;34,945;1,701;14735,837;2,105;2,496229;7,752;70,241;10,589622;73,27047;14,961406;80,302608;18,465954
GAB;2004;4,1193089;33,526;1,12;14937,177;0,408;2,435432;6,993;60,301;10,42083;72,160354;15,127594;81,767537;12,908526
GAB;2005;3,4482067;42,112;-0,786;14923,416;1,171;2,524262;7,977;49,326;10,24332;71,085596;16,483005;84,750805;9,7727118
GAB;2006;2,6374258;37,735;-1,908;14720,457;-1,406;2,462108;8,672;39,598;10,105038;70,128524;17,707528;89,77131;8,7638489
GAB;2007;2,1651676;40,131;6,333;15677,252;-1,021;2,472751;8,062;39,693;9,9534884;69,24089;16,953646;85,132479;2,3164501
GAB;2008;4,9843389;44,647;1,733;16025,904;5,263;1,454823;10,994;16,93;9,7936225;68,403609;16,129499;88,16848;6,0609473
GAB;2009;4,7151818;33,802;-2,279;15552,935;1,885;1,433961;6,77;23,09;9,6290375;67,585129;20,183862;81,6894;7,8391717
GAB;2010;3,4470719;38,499;6,27;16490,209;1,447;1,413689;2,699;20,509;9,4634523;66,783789;19,501212;86,940937;10,396341
GAB;2011;3,9033407;43,401;7,092;17764,955;1,262;1,45988;2,458;17,853;9,3433744;66,320084;21,115162;87,47229;11,681694
GAB;2012;3,935537;39,168;5,251;18767,982;2,683;1,503788;1,6;19,873;9,2154965;65,82014;21,639773;90,661521;13,694068
GAB;2013;4,9752738;38,693;5,638;19859,682;0,48;1,41755;1,769;29,238;9,0853566;65,308411;25,490412;93,080188;13,148706
DEU;2001;1,34354;21,951;1,843;30711,896;1,904;0,218579;-3,052;57,917;24,414365;22,421046;65,4307;62,064351;139,76167
DEU;2002;2,5817648;21,807;0,016;31152,039;1,346;0,117592;-3,882;59,559;25,312108;22,207384;68,366255;60,855875;138,28816
DEU;2003;1,236215;21,093;-0,733;31542,11;1,022;-0,006058;-4,067;63,321;26,311731;21,907977;70,065357;61,602896;137,26709
DEU;2004;-0,34818034;23,562;0,703;32649,668;1,799;-0,037568;-3,661;64,984;27,287662;21,622377;70,399413;65,942944;134,34604
DEU;2005;2,0946009;23,428;0,878;34021,902;1,92;-0,076392;-3,258;67,211;28,149054;21,396097;73,840945;70,515619;132,7738
DEU;2006;2,9160245;25,452;3,879;36482,128;1,784;-0,149314;-1,547;66,617;28,969045;21,138803;75,56033;77,179692;127,52422
DEU;2007;1,4798921;27,498;3,383;38765,709;2,285;-0,117909;0,31;63,826;29,710082;20,960075;79,177287;79,467474;120,62989
DEU;2008;0,82538758;26,454;0,805;39949,197;2,746;-0,263062;-0,021;65,231;30,344123;20,832683;83,950868;81,061329;122,46065
DEU;2009;1,6603895;23,804;-5,565;38105,391;0,218;-0,244194;-3,029;72,707;30,862266;20,69622;84,957748;70,762499;128,64027
DEU;2010;2,5219218;25,249;3,945;40117,587;1,158;-0,061142;-4,063;80,556;31,279444;20,526314;84,041968;79,408863;165,0432
DEU;2011;2,5981972;27,165;3,718;43220,709;2,49;-1,757202;-0,861;77,928;31,523407;20,304356;84,652106;84,780964;162,208
DEU;2012;1,5470175;26,061;0,613;44179,103;2,13;0,243702;0,091;79,311;31,658772;20,073245;88,047711;85,96669;157,40201
DEU;2013;1,5820549;25,755;0,406;44945,636;1,601;0,301319;0,133;76,978;31,767072;19,852982;89,179741;85,318422;137,70292
GHA;2001;1,6805674;17,918;4,497;1894,783;32,932;2,525942;-6,653;101,504;5,5647714;73,86866;31,445326;110,04585;35,130178
GHA;2002;0,95569437;16,78;4,654;1963,219;14,846;2,52569;-4,378;86,66;5,688811;73,243333;34,108228;97,489243;34,591586
GHA;2003;1,7916416;20,225;5,112;2052,26;26,626;2,523906;-3,349;82,813;5,805337;72,653937;31,045927;97,287146;26,921956
GHA;2004;1,5681052;18,096;5,315;2165,432;12,666;2,520703;-3,025;57,426;5,9106213;72,013261;32,72259;99,670334;31,426104
GHA;2005;1,3508347;16,833;6,023;2310,664;15,095;2,525766;-2,84;48,16;6,0013639;71,283201;32,11003;98,171514;30,839825
GHA;2006;3,1162819;13,413;6,125;2464,555;11,683;2,524241;-4,708;26,217;6,0756562;70,820797;23,264637;65,922771;21,10439
GHA;2007;5,5866069;14,211;4,494;2577,944;10,729;2,521278;-5,387;31,044;6,1200888;70,165208;25,716812;65,354322;22,862654
GHA;2008;9,5170425;11,039;9,316;2801,77;16,505;2,525863;-8,443;33,593;6,1416294;69,409042;27,46146;69,514226;27,900301
GHA;2009;9,1329352;18,436;5,785;2911,926;13,139;2,524236;-7,011;36,087;6,1542058;68,706612;28,247022;71,594739;28,700353
GHA;2010;7,8550671;19,575;7,897;3100,998;6,698;2,525398;-9,37;46,259;6,1677149;68,142875;29,619193;75,377816;28,370439
GHA;2011;8,1439018;18,958;14,025;3518,967;7,676;2,520809;-7,33;42,609;6,101519;67,839959;30,549006;86,186515;27,480177
GHA;2012;7,8553679;16,838;8,022;3774,798;7,072;2,527049;-12,183;49,076;6,0486036;67,70279;30,361742;92,538518;31,335666
GHA;2013;6,6420035;13,528;7,313;4014,29;11,666;2,523456;-11,053;56,238;6,0000792;67,639396;28,782833;79,660912;34,361333
GRC;2001;1,165386;18,692;3,737;21227,92;3,374;0,283896;-4,296;99,922;25,494757;22,18848;94,8093;56,319282;100,66769
GRC;2002;0,03474559;18,008;3,162;22167,418;3,63;0,310446;-4,714;98,114;26,138426;22,116925;87,463688;50,81504;98,133283
GRC;2003;0,66073492;20,601;6,638;24043,666;3,531;0,273125;-5,519;94,094;26,760186;22,101263;84,39337;47,93911;91,821792
GRC;2004;0,8783651;19,704;4,952;25837,108;2,899;0,353951;-7,129;94,894;27,2864;22,100445;85,093188;50,477714;93,043944
GRC;2005;0,27857871;13,508;0,891;26818,502;3,545;0,325615;-5,466;98,126;27,678043;22,092163;89,061308;50,882915;106,73518
GRC;2006;1,9793853;14,496;5,815;29148,966;3,196;0,342559;-6,119;102,926;27,965108;22,039105;89,784029;52,92482;107,53866
GRC;2007;0,61429667;12,613;3,538;30895,186;2,895;0,287563;-6,745;102,778;28,117688;21,993857;96,068352;57,454782;112,02627
GRC;2008;1,6167952;10,247;-0,444;31253,457;4,153;0,340411;-9,908;108,752;28,211261;21,972219;104,21936;59,715708;115,43019
GRC;2009;0,83751067;7,424;-4,395;30084,16;1,21;0,080454;-15,289;126,22;28,364933;21,987432;110,36048;48,388332;115,70983
GRC;2010;0,1781248;6,813;-5,449;28810,864;4,713;-0,06257;-11,104;145,668;28,651424;22,030446;103,134;52,768804;147,4429
GRC;2011;0,37816787;5,907;-8,864;26944,004;3,33;-0,546915;-10,215;170,96;29,308319;22,115402;96,35676;57,756439;155,46669
GRC;2012;0,66659744;11,491;-6,572;25637,777;1,502;0;-6,406;156,494;30,179492;22,276728;97,44871;60,958931;136,9701
GRC;2013;1,2159555;12,348;-3,895;25177,808;-1,156;-0,540883;-2,944;174,951;31,235626;22,49501;106,24469;63,420181;135,71109
GRD;2001;11,288079;10,564;-2,024;7648,713;1,671;0;-6,415;44,608;13,297827;58,904388;86,730217;91,71778;77,301881
GRD;2002;10,084243;4,423;3,437;8013,412;1,067;0;-14,467;79,09;13,047944;56,098207;92,340426;82,306108;77,006546
GRD;2003;15,086953;9,614;9,464;8923,109;2,155;0;-3,609;79,562;12,813822;53,106209;89,568105;83,076607;70,355028
GRD;2004;10,851664;25,077;-0,647;9083,747;2,313;0,975617;-1,022;94,694;12,563101;50,400038;106,22513;86,269713;68,532528
GRD;2005;10,089176;19,423;13,273;10589,944;3,476;0;0,358;87,312;12,288169;48,214147;85,803595;78,379987;61,430382
GRD;2006;12,85394;4,157;-3,993;10448,17;4,252;0;-5,649;92,923;12,056912;46,257513;87,372221;80,805938;69,857242
